taxon;code_trait;Annee;surfacebalayee;Campagne;depth;Trait;Lat;Lon;biom1km;densite1km;site
Dardanus arrosor;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;899.5742667;19.55596232;GdL
Dardanus arrosor;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;34328.0329;781.7978508;GdL
Dardanus arrosor;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;7404.775965;253.7462169;GdL
Dardanus arrosor;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;7899.81711;482.6254826;GdL
Dardanus arrosor;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;37.11229252;18.55614626;GdL
Dardanus arrosor;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;4599.235094;245.041214;GdL
Dardanus arrosor;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;3152.539425;144.9443414;GdL
Dardanus arrosor;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;31114.25643;549.0751135;GdL
Dardanus arrosor;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;12033.54298;419.2872117;GdL
Dardanus arrosor;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;2762.539255;89.11416951;GdL
Dardanus arrosor;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;583.4811486;16.67088996;GdL
Dardanus arrosor;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;242.3889858;17.31349899;GdL
Dardanus arrosor;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;8069.392927;250.3630264;GdL
Dardanus arrosor;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;238.1037418;85.03705064;GdL
Decapoda;MEDITS_2012_G102_36;2012;0.044448;MEDITS;40.5;G102;42.61833333;3.113916667;5197.084233;359.9712023;GdL
Decapoda;MEDITS_2012_G103_37;2012;0.0537665;MEDITS;48.5;G103;42.74433333;3.140083333;10991.97456;390.5777761;GdL
Decapoda;MEDITS_2012_G201_35;2012;0.0486995;MEDITS;78;G201;42.59675;3.20125;5338.863849;123.2045504;GdL
Decapoda;MEDITS_2012_G202_43;2012;0.04214;MEDITS;85.5;G202;42.71091667;3.249416667;759.3735168;71.1912672;GdL
Decapoda;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;39603.11797;618.7987183;GdL
Decapoda;MEDITS_2012_G301_33;2012;0.0539628;MEDITS;113.5;G301;42.47825;3.356166667;1111.877071;222.3754142;GdL
Decapoda;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;94.24662079;94.24662079;GdL
Decapoda;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;16.6002656;16.6002656;GdL
Diazona violacea;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;169466.0359;1246.073793;GdL
Diazona violacea;MEDITS_2013_G303_65;2013;0.0612414;MEDITS;133.5;G303;42.8325;4.262;52415.52283;653.1529325;GdL
Diazona violacea;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;49177.0699;324.4672653;GdL
Diazona violacea;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;36139.41837;410.6752087;GdL
Diazona violacea;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;11516.93706;37.69864831;GdL
Diazona violacea;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;688.4856215;18.11804267;GdL
Diazona violacea;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;11802.78884;49.80079681;GdL
Diazona violacea;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;1079.037835;33.71993236;GdL
Diazona violacea;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;50842.95305;57.77608301;GdL
Diazona violacea;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;938.6733417;55.21607892;GdL
Doris pseudoargus;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;200.8056322;60.24168966;GdL
Doris pseudoargus;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;15109.30898;842.4584402;GdL
Doris pseudoargus;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;1198.932272;135.7281817;GdL
Doris pseudoargus;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;2501.078189;352.7161549;GdL
Doris pseudoargus;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;16169.82941;808.4914704;GdL
Doris pseudoargus;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;129.8930238;18.55614626;GdL
Doris pseudoargus;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;1489.096608;94.24662079;GdL
Doris pseudoargus;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;289.8886827;18.11804267;GdL
Doris pseudoargus;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;503.1446541;83.85744235;GdL
Doris pseudoargus;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;1636.989019;38.51738868;GdL
Echinaster (Echinaster) sepositus;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;21329.21832;618.7987183;GdL
Echinaster (Echinaster) sepositus;MEDITS_2012_G303_86;2012;0.0623338;MEDITS;131;G303;42.83433333;4.26075;7540.050502;64.17064257;GdL
Echinaster (Echinaster) sepositus;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;63788.75538;842.4584402;GdL
Echinaster (Echinaster) sepositus;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;962.4898457;19.24979691;GdL
Echinaster (Echinaster) sepositus;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;1564.493905;18.84932416;GdL
Echinodermata;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;174.4028881;109.0018051;GdL
Echinodermata;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;1684.91688;1684.91688;GdL
Echinodermata;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;2549.175847;32.06510499;GdL
Echinodermata;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;11733.93854;81.34446126;GdL
Echinodermata;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;670.8595388;41.92872117;GdL
Echinodermata;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;1604.055051;17.8228339;GdL
Echinodermata;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;4833.932279;96.29347169;GdL
Epitoniidae;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;97.9410346;122.4262933;GdL
Epizoanthus;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;96.19531497;32.06510499;GdL
Epizoanthus;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;40.77106233;20.38553117;GdL
Epizoanthus;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;976.1335351;142.3528072;GdL
Epizoanthus;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;53.46850171;17.8228339;GdL
Euspira fusca;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;214.0369311;19.45790283;GdL
Funiculina quadrangularis;MEDITS_2012_G303_86;2012;0.0623338;MEDITS;131;G303;42.83433333;4.26075;2245.97249;0;GdL
Funiculina quadrangularis;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;842.4584402;0;GdL
Funiculina quadrangularis;MEDITS_2013_G303_65;2013;0.0612414;MEDITS;133.5;G303;42.8325;4.262;522.522346;0;GdL
Funiculina quadrangularis;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;194.5790283;58.37370848;GdL
Funiculina quadrangularis;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;1419.544286;425.8632857;GdL
Funiculina quadrangularis;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;625.7907942;254.2275102;GdL
Funiculina quadrangularis;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;414.6851315;56.54797247;GdL
Funiculina quadrangularis;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;289.8886827;54.35412801;GdL
Funiculina quadrangularis;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;830.0132802;149.4023904;GdL
Funiculina quadrangularis;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;775.5584442;168.5996618;GdL
Funiculina quadrangularis;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;83.85744235;41.92872117;GdL
Funiculina quadrangularis;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;187.0815114;17.00741013;GdL
Funiculina quadrangularis;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;349.7018332;239.2696753;GdL
Galeodea echinophora;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;3180.142862;101.9276558;GdL
Galeodea echinophora;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;1518.086036;48.9705173;GdL
Galeodea echinophora;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;1302.996418;47.38168793;GdL
Galeodea echinophora;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;2820.534231;92.7807313;GdL
Galeodea rugosa;MEDITS_2012_G202_43;2012;0.04214;MEDITS;85.5;G202;42.71091667;3.249416667;15495.96583;522.0692928;GdL
Galeodea rugosa;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;14170.23466;457.8075813;GdL
Galeodea rugosa;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;35255.05429;842.4584402;GdL
Galeodea rugosa;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;2385.107146;81.54212466;GdL
Galeodea rugosa;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;19098.50175;759.0430182;GdL
Galeodea rugosa;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;933.9793357;38.91580565;GdL
Galeodea rugosa;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;1117.659012;25.40134119;GdL
Galeodea rugosa;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;21990.18245;662.0700092;GdL
Galeodea rugosa;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;3517.557781;116.6962297;GdL
Galeodea rugosa;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;2493.143854;86.56749494;GdL
Galeodea rugosa;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;654.7956075;19.25869434;GdL
Gastropoda;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;165.2278078;61.96042794;GdL
Gastropoda;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;447.531765;19.45790283;GdL
Gastropoda;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;141.9544286;20.27920408;GdL
Gastropoda;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;199.2984694;18.11804267;GdL
Gastropoda;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;99.60159363;33.20053121;GdL
Gastropoda;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;854.1168432;20.33611531;GdL
Gastropteron rubrum;MEDITS_2013_G303_65;2013;0.0612414;MEDITS;133.5;G303;42.8325;4.262;48.98646994;97.97293987;GdL
Gastropteron rubrum;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;20.27920408;20.27920408;GdL
Gastropteron rubrum;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;72.47217069;54.35412801;GdL
Glossus humanus;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;3721.759315;73.45577595;GdL
Goneplax rhomboides;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;120.4833793;80.32225288;GdL
Goneplax rhomboides;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;294.8091479;36.85114349;GdL
Goneplax rhomboides;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;180.9709089;67.86409085;GdL
Goneplax rhomboides;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;689.3997573;416.8463649;GdL
Goneplax rhomboides;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;1101.836639;514.1904317;GdL
Goneplax rhomboides;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;4419.833367;1930.501931;GdL
Goneplax rhomboides;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;165.5175023;165.5175023;GdL
Goneplax rhomboides;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;33.71993236;16.85996618;GdL
Goneplax rhomboides;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;691.4279207;142.3528072;GdL
Goneplax rhomboides;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;41.92872117;41.92872117;GdL
Goneplax rhomboides;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;17.8228339;17.8228339;GdL
Gracilechinus acutus;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;247770.8743;754.1609379;GdL
Gracilechinus acutus;MEDITS_2012_G301_33;2012;0.0539628;MEDITS;113.5;G301;42.47825;3.356166667;19643.16159;92.65642257;GdL
Gracilechinus acutus;MEDITS_2012_G302_29;2012;0.0548016;MEDITS;109.5;G302;42.61466667;3.57125;16514.11638;18.2476424;GdL
Gracilechinus acutus;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;1064.269851;160.6445058;GdL
Gracilechinus acutus;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;450751.8942;1684.91688;GdL
Gracilechinus acutus;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;42473.92913;85.93612368;GdL
Gracilechinus acutus;MEDITS_2013_G303_65;2013;0.0612414;MEDITS;133.5;G303;42.8325;4.262;77561.91073;212.2747031;GdL
Gracilechinus acutus;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;7329.321812;22.62136362;GdL
Gracilechinus acutus;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;288.5859449;16.03255249;GdL
Gracilechinus acutus;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;1590033.225;7006.926077;GdL
Gracilechinus acutus;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;5312.007472;19.45790283;GdL
Gracilechinus acutus;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;84158.69694;324.4672653;GdL
Gracilechinus acutus;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;175573.4297;1036.466003;GdL
Gracilechinus acutus;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;4682.771093;115.3391895;GdL
Gracilechinus acutus;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;490459.4146;2431.562816;GdL
Gracilechinus acutus;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;6921.092301;36.23608534;GdL
Gracilechinus acutus;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;202855.2457;747.0119522;GdL
Gracilechinus acutus;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;80590.63834;438.3591207;GdL
Gracilechinus acutus;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;4962.012137;20.33611531;GdL
Gracilechinus acutus;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;167.7148847;20.96436059;GdL
Gracilechinus acutus;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;125181.5132;539.2434415;GdL
Gracilechinus acutus;MEDITS_2016_G302_40;2016;0.0548361;MEDITS;112;G302;42.60609945;3.573650106;198227.0803;1185.350526;GdL
Gracilechinus acutus;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;94787.60215;460.133991;GdL
Hadriania craticulata;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;165.2278078;103.2673799;GdL
Hadriania craticulata;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;77.83161131;19.45790283;GdL
Hadriania craticulata;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;521.1985672;521.1985672;GdL
Hadriania craticulata;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;279.4147531;101.6053648;GdL
Hadriania craticulata;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;90.59021336;18.11804267;GdL
Hadriania craticulata;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;68.02964051;17.00741013;GdL
Holothuria;MEDITS_2012_G103_37;2012;0.0537665;MEDITS;48.5;G103;42.74433333;3.140083333;8983.288851;74.39576688;GdL
Holothuria;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;191943.6274;618.7987183;GdL
Holothuria;MEDITS_2012_G302_29;2012;0.0548016;MEDITS;109.5;G302;42.61466667;3.57125;1496.306677;91.23821202;GdL
Holothuria;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;10915.3311;842.4584402;GdL
Holothuria;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;14498.74014;82.61390392;GdL
Holothuria;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;7736.506357;67.86409085;GdL
Holothuria;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;121.6752245;20.27920408;GdL
Holothuria;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;8362.867919;47.38168793;GdL
Holothuria;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;3621.65055;23.0678379;GdL
Holothuria;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;4927.860191;50.80268238;GdL
Holothuria (Panningothuria) forskali;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;9230.414215;842.4584402;GdL
Holothuria (Panningothuria) forskali;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;6836.300549;61.96042794;GdL
Holothuria (Panningothuria) forskali;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;3435.172375;23.69084396;GdL
Holothuria (Panningothuria) forskali;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;2975.751089;46.1356758;GdL
Holothuria (Panningothuria) forskali;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;1584.238951;23.64535747;GdL
Holothuria (Panningothuria) forskali;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;3913.497217;18.11804267;GdL
Holothuria (Panningothuria) forskali;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;2523.240372;16.6002656;GdL
Holothuria (Panningothuria) forskali;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;2297.98103;20.33611531;GdL
Holothuria (Panningothuria) forskali;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;2306.079665;20.96436059;GdL
Holothuria (Panningothuria) forskali;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;1517.050986;16.67088996;GdL
Hyalinoecia tubicola;MEDITS_2012_G303_86;2012;0.0623338;MEDITS;131;G303;42.83433333;4.26075;16.04266064;16.04266064;GdL
Hyalinoecia tubicola;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;19.45790283;19.45790283;GdL
Hyalinoecia tubicola;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;20.27920408;20.27920408;GdL
Hyalinoecia tubicola;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;20.96436059;41.92872117;GdL
Hyalinoecia tubicola;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;17.31349899;17.31349899;GdL
Hyalinoecia tubicola;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;68.02964051;153.0666912;GdL
Inachidae;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;224.2408428;20.38553117;GdL
Inachidae;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;169.6439174;18.84932416;GdL
Inachidae;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;49.80079681;16.6002656;GdL
Inachus dorsettensis;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;6119.510439;3059.75522;GdL
Inachus dorsettensis;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;2106.65455;619.6042794;GdL
Inachus dorsettensis;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;20.38553117;20.38553117;GdL
Inachus dorsettensis;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;625.7907942;78.22384928;GdL
Inachus dorsettensis;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;284.2901276;23.69084396;GdL
Inachus dorsettensis;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;37.11229252;18.55614626;GdL
Inachus dorsettensis;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;425.6164345;307.3896471;GdL
Inachus dorsettensis;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;131.9452691;75.39729663;GdL
Inachus dorsettensis;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;16.6002656;16.6002656;GdL
Inachus dorsettensis;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;33.71993236;16.85996618;GdL
Inachus dorsettensis;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;406.7223063;142.3528072;GdL
Inachus dorsettensis;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;16.67088996;16.67088996;GdL
Inachus dorsettensis;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;1290.332521;365.9151924;GdL
Inachus dorsettensis;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;34.01482026;34.01482026;GdL
Jorunna tomentosa;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;1684.91688;842.4584402;GdL
Kaloplocamus ramosus;MEDITS_2013_G303_65;2013;0.0612414;MEDITS;133.5;G303;42.8325;4.262;114.3017632;48.98646994;GdL
Kaloplocamus ramosus;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;18.84932416;18.84932416;GdL
Kaloplocamus ramosus;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;16.6002656;16.6002656;GdL
Kaloplocamus ramosus;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;36.81071928;36.81071928;GdL
Laetmonice;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;261.0473219;60.24168966;GdL
Lamellaria perspicua;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;85.93612368;85.93612368;GdL
Lamellaria perspicua;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;113.1068181;22.62136362;GdL
Lamellaria perspicua;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;269.4971568;269.4971568;GdL
Lamellaria perspicua;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;20.27920408;40.55840816;GdL
Lamellaria perspicua;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;169.6439174;75.39729663;GdL
